1990,22149402.4
1991,22903928.87
1992,22183417.49
1993,22162174.56
1994,22551690.63
1995,20037524.13
1996,23571556.67
1997,23975007.35
1998,24114192
1999,24059187
2000,24689911
2001,25276631
2002,25646998
2003,27047792
2004,28393581
2005,29490014
2006,30568112
2007,31180501
2008,32181592
2009,31891899
2010,33482376
